,0,1,2,3,4,5,6,7
1739,"$9,800/mo",4 Bed Condo for Rent in St Thomas Suites,4 Beds,5 Baths,"2,013 sqft",Orchard / River Valley (D9),"['$4.87 psf', 'Partial', '2010', 'Freehold', 'Condo', '4 days ago', '2, 3, 4, 6 BR', '176', '2010', 'Freehold', 'Frasers Centrepoint Homes']","['Clubhouse', 'Function room', 'Water feature', 'Spa pavilion', 'Jacuzzi', 'Parking', 'Balcony', 'Pool deck', 'Lounge', 'Wading pool', 'Playground', 'Washer', 'Bbq', 'Gym', 'Fridge', 'Waterfall', 'Steam room', 'Tennis court', 'Infinity pool', 'Aircon', 'Maid room', 'Swimming pool', 'Fitness corner', 'Security', 'Reflexology path']"
1740,"$3,000/mo",2 Bed Condo for Rent in Livia,2 Beds,2 Baths,915 sqft,Pasir Ris / Tampines (D18),"['$3.28 psf', 'High (16 total)', 'Fully', 'Pool view', '2011', '99-year leasehold', 'Condo', '4 days ago', '1, 2, 3, 4 BR', '724', '2011', '99 Years', 'City Developments Ltd,Hong Leong Holdings,Hong Realty']","['Jogging track', 'Clubhouse', 'Jacuzzi', 'Parking', 'Balcony', 'Basketball court', 'Closet', 'Tv', 'Aerobic pool', 'Pool deck', 'Wading pool', 'Playground', 'Dining room furniture', 'Washer', 'Pool view', 'Bbq', 'Gym', 'Fridge', 'Sauna', 'Tennis court', 'Aircon', 'Sofa', 'Bed', 'Swimming pool', 'Study room', 'Fitness corner', 'High floor', 'Security', 'Bathtub', 'Lap pool']"
1741,"$3,500/mo",3 Bed Condo for Rent in Eight Riversuites,3 Beds,2 Baths,979 sqft,Balestier / Toa Payoh (D12),"['$3.58 psf', '2016', '99-year leasehold', 'Condo', '4 days ago', 'Studio, 1, 2, 3, 4 BR', '862', '2016', '99 Years', 'Ue Development (Bendemeer) Pte Ltd']","['Function room', 'Water feature', 'Gym', 'Viewing deck', 'Spa pool', 'Swimming pool', 'Wading pool', 'Jacuzzi', 'Playground', 'Fitness corner', 'Parking', 'Security', 'Hydrotherapy pool', 'Lap pool', 'Bbq', 'Tennis court']"
1742,"$3,000/mo",1 Bed Condo for Rent in The Scotts Tower,1 Bed,1 Bath,646 sqft,Orchard / River Valley (D9),"['$4.64 psf', '2016', '103-year leasehold', 'Condo', '4 days ago', 'Studio, 1, 2, 3, 4, 5 BR', '231', '2016', '103 Years', 'Far East Success']","['Gym', 'Jacuzzi', 'Lap pool']"
1743,"$50,000/mo",5 Bed House for Rent in Holland Road Shopping Centre,5 Beds,6 Baths,"11,057 sqft (built-up)",[],"['$4.52 psf', '$4.52 psf', '4 days ago', '2, 3, 4, 5 BR', '-']",[]
1744,"$3,900/mo",1 Bed Condo for Rent in The Pier @ Robertson,1 Bed,1 Bath,678 sqft,Orchard / River Valley (D9),"['$5.75 psf', '2006', 'Freehold', 'Apartment', '4 days ago', 'Studio, 1, 2, 3 BR', '201', '2006', 'Freehold', 'City Developments Limited']","['Clubhouse', 'Gym', 'Wading pool', 'Jacuzzi', 'Playground', 'Parking', 'Security', 'Lap pool', 'Bbq', 'Tennis court']"
1745,"$10,200/mo",4 Bed Condo for Rent in D'leedon,4 Beds,4 Baths,"2,454 sqft",Tanglin / Holland (D10),"['$4.16 psf', 'High (36 total)', 'Partial', 'North', 'City view', '2015', '99-year leasehold', 'Condo', '4 days ago', 'Studio, 1, 2, 3, 4, 5, 6 BR', '1723', '2015', '99 Years']","['Jogging track', 'Clubhouse', 'High ceiling', 'Sculpture', 'Spa pavilion', 'Jacuzzi', 'Oven', 'Balcony', 'City view', 'Basketball court', 'Swimming pool', 'Tv', 'Greenery view', 'Playground', 'Bbq', 'Gym', 'Fridge', 'Tennis court', 'Multi-purpose hall', 'Dishwasher', 'Aircon', 'Sofa', 'Aerobic pool', 'Fitness corner', 'High floor', 'Retail shops', 'Lap pool']"
1746,"$9,700/mo",4 Bed Condo for Rent in Leonie Condotel,4 Beds,4 Baths,"2,722 sqft",Orchard / River Valley (D9),"['$3.56 psf', '1997', 'Freehold', 'Condo', '4 days ago', '2, 3, 4, 5 BR', '120', '1997', 'Freehold', 'Lucky Square Pte Ltd (Far East Organization)']","['Clubhouse', 'Gym', 'Swimming pool', 'Squash court', 'Playground', 'Fitness corner', 'Parking', 'Security', 'Tennis court']"
1747,"$2,700/mo",2 Bed Condo for Rent in The Gardens At Bishan,2 Beds,2 Baths,883 sqft,Ang Mo Kio / Bishan / Thomson (D20),"['$3.06 psf', 'Partial', 'North South', '2004', '99-year leasehold', 'Condo', '4 days ago', 'Studio, 1, 2, 3, 4, 5 BR', '756', '2004', '99 Years']","['Clubhouse', 'Aircon', 'Closet', 'Tv', 'Sofa', 'Gym', 'Fridge', 'Sauna', 'Swimming pool', 'Squash court', 'Playground', 'Fitness corner', 'Parking', 'Dining room furniture', 'Security', 'Bathtub', 'Bbq', 'Tennis court']"
1748,"$2,300/mo",1 Bed Condo for Rent in Rv Edge,1 Bed,1 Bath,441 sqft,Tanglin / Holland (D10),"['$5.22 psf', '2013', 'Freehold', 'Condo', '4 days ago', '1, 2, 5 BR', '108', '2013', 'Freehold', 'Fortune Estate Pte Ltd']","['Swimming pool', 'Gym', 'Jacuzzi', 'Security', 'Parking']"
1749,"$2,800/mo",HDB Flat for Rent in 231 Bukit Batok East Avenue 5,3 Beds,2 Baths,"1,033 sqft",[],"['$2.71 psf', 'High', '3', '1985', '99-year leasehold', 'HDB 4 Rooms', '4 days ago', '2, 3, 4 BR', '1985', '99 Years', 'HDB']","['Fibre ready', 'Aircon', 'Tv', 'Sofa', 'Stove', 'Fridge', 'Bed', 'Utility room', 'Dining room furniture', 'High floor', 'Washer', 'Corner unit']"
1750,"$3,500/mo",3 Bed Condo for Rent in St. Thomas Ville,3 Beds,2 Baths,"1,100 sqft",Orchard / River Valley (D9),"['$3.18 psf', 'Fully', 'Pool view', '2001', 'Freehold', 'Condo', '4 days ago', '3 BR', '23', '2001', 'Freehold', 'Newmake Pte Ltd']","['Fibre ready', 'Renovated', 'Aircon', 'Tv', 'Sofa', 'Stove', 'Fridge', 'Bed', 'Closet', 'Swimming pool', 'Playground', 'Oven', 'Parking', 'Dining room furniture', 'Washer', 'Pool view', 'Bbq', 'Balcony']"
1751,"$6,800/mo",4 Bed Condo for Rent in Orange Regency,4 Beds,3 Baths,"1,765 sqft",Tanglin / Holland (D10),"['$3.85 psf', 'Partial', 'Greenery view', '1997', 'Freehold', 'Condo', '4 days ago', '2, 3, 4 BR', '15', '1997', 'Freehold', 'Far East Organization']","['Security', 'Renovated', 'Aircon', 'Greenery view', 'Gym', 'Fridge', 'Walk in closet', 'Swimming pool', 'Parking', 'Washer', 'Fibre ready', 'Stove', 'Bbq']"
1752,"$8,100/mo",3 Bed Condo for Rent in Orchard Scotts,3 Beds,3 Baths,"1,625 sqft",Orchard / River Valley (D9),"['$4.98 psf', '2007', '99-year leasehold', 'Condo', '4 days ago', 'Studio, 1, 2, 3, 4 BR', '387', '2007', '99 Years', 'Golden Development Pte Ltd (Far East Oranisation)']","['Basketball court', 'Gym', 'Sauna', 'Swimming pool', 'Jacuzzi', 'Playground', 'Fitness corner', 'Parking', 'Security', 'Bbq', 'Tennis court']"
1753,"$2,700/mo",Studio Condo for Rent in Tresalveo,Studio,2 Baths,592 sqft,Ang Mo Kio / Bishan / Thomson (D20),"['$4.56 psf', 'Fully', 'Greenery view', '2012', 'Freehold', 'Condo', '4 days ago', 'Studio, 1, 2, 3 BR', '176', '2012', 'Freehold', 'Soon Lian Realty Pte Ltd']","['Jogging track', 'Function room', 'Water feature', 'Stove', 'Walk in closet', 'Jacuzzi', 'Parking', 'Greenery view', 'Wading pool', 'Playground', 'Dining room furniture', 'Washer', 'Fibre ready', 'Bbq', 'Gym', 'Fridge', 'Tennis court', 'Reflexology path', 'Pavilion', 'Aircon', 'Sofa', 'Bed', 'Swimming pool', 'Fitness corner', 'Security', 'Lap pool']"
1754,"$4,400/mo",1 Bed Condo for Rent in Cairnhill Nine,1 Bed,1 Bath,592 sqft,Orchard / River Valley (D9),"['$7.43 psf', 'Partial', '2017', '99-year leasehold', 'Condo', '4 days ago', 'Studio, 1, 2, 3, 4 BR', '268', '2017', '99 Years', 'CH Residential Pte Ltd & CH Commercial Pte Ltd']","['Clubhouse', 'Spa pavilion', 'Swimming pool', 'Wading pool', 'Playground', 'Fitness corner', 'Lap pool', 'Bbq']"
1755,"$3,100/mo",1 Bed Condo for Rent in Pastoral View,1 Bed,1 Bath,614 sqft,Newton / Novena (D11),"['$5.05 psf', 'Fully', '1986', 'Freehold', 'Condo', '4 days ago', 'Studio, 1, 2, 3 BR', '50', '1986', 'Freehold', 'Vihin Realty Pte Ltd']","['Aircon', 'Stove', 'Fridge', 'Swimming pool', 'Squash court', 'Tennis court', 'Parking', 'Security', 'Washer']"
1756,"$6,400/mo",2 Bed Condo for Rent in The Scotts Tower,2 Beds,2 Baths,907 sqft,Orchard / River Valley (D9),"['$7.06 psf', 'High (31 total)', 'Fully', 'City view', '2016', '103-year leasehold', 'Condo', '4 days ago', 'Studio, 1, 2, 3, 4, 5 BR', '231', '2016', '103 Years', 'Far East Success']","['City view', 'Renovated', 'Aircon', 'Tv', 'Stove', 'Gym', 'Fridge', 'Bed', 'Walk in closet', 'Jacuzzi', 'Oven', 'High floor', 'Washer', 'Fibre ready', 'Lap pool', 'Greenery view']"
1757,"$1,700/mo",HDB Flat for Rent in 249 Tampines Street 21,1 Bed,1 Bath,350 sqft,[],"['$4.86 psf', 'High', '1', 'Fully', '1984', 'HDB 3 Rooms', '4 days ago', '126', '1984']","['Renovated', 'Aircon', 'Tv', 'Sofa', 'Fridge', 'Bed', 'High floor', 'Washer']"
1758,"$4,500/mo",3 Bed Condo for Rent in Montebleu,3 Beds,2 Baths,"1,227 sqft",Newton / Novena (D11),"['$3.67 psf', 'Partial', '2010', 'Freehold', 'Condo', '4 days ago', '1, 2, 3, 4 BR', '151', '2010', 'Freehold', 'SB (Blueteak) Development Pte Ltd (Soilbuild Group Holdings Ltd)']","['Jogging track', 'Function room', 'Water feature', 'Gym', 'Pool deck', 'Swimming pool', 'Wading pool', 'Jacuzzi', 'Steam room', 'Playground', 'Parking', 'Security', 'Bbq', 'Tennis court']"
1759,"$3,200/mo",2 Bed Condo for Rent in Gem Residences,2 Beds,2 Baths,678 sqft,Balestier / Toa Payoh (D12),"['$4.72 psf', '2020', '99-year leasehold', 'Condo', '4 days ago', 'Studio, 1, 2, 3, 4, 5 BR', '578', '2020', '99 Years', 'Gem Homes Pte Ltd']","['Clubhouse', 'Renovated', 'Aircon', 'Sofa', 'Gym', 'Pool deck', 'Bed', 'Tennis court', 'Lounge', 'Swimming pool', 'Jacuzzi', 'Playground', 'Fitness corner', 'Parking', 'Dining room furniture', 'Security', 'Bbq', 'Balcony']"
1760,"$4,700/mo",3 Bed Condo for Rent in Monterey Park Condominium,3 Beds,3 Baths,"1,600 sqft",Buona Vista / West Coast / Clementi (D5),"['$2.94 psf', '2006', '999-year leasehold', 'Condo', '4 days ago', '2, 3, 4 BR', '280', '2006', '999 Years', 'City Developments Limited']","['Fun pool', 'Clubhouse', 'Renovated', 'Aircon', 'Gym', 'Bed', 'Tennis court', 'Swimming pool', 'Wading pool', 'Jacuzzi', 'Steam room', 'Playground', 'Fitness corner', 'Parking', 'Dining room furniture', 'Security', 'Games room', 'Karaoke', 'Bbq', 'Balcony']"
1761,"$2,600/mo",1 Bed Condo for Rent in Hillion Residences,1 Bed,1 Bath,549 sqft,Bukit Batok / Bukit Panjang / Choa Chu Kang (D23),"['$4.74 psf', '2018', '99-year leasehold', 'Condo', '4 days ago', 'Studio, 1, 2, 3, 4, 5 BR', '546', '2018', '99 Years', 'Sim Lian Jv (Bp Retail) Pte Ltd']","['Clubhouse', 'Aircon', 'Sofa', 'Gym', 'Fridge', 'Bed', 'Wading pool', 'Jacuzzi', 'Playground', 'Fitness corner', 'Parking', 'Dining room furniture', 'Security', 'Lap pool', 'Bbq', 'Balcony']"
1762,"$4,350/mo",3 Bed Condo for Rent in Viz At Holland,3 Beds,2 Baths,"1,259 sqft",Tanglin / Holland (D10),"['$3.46 psf', '2008', 'Freehold', 'Condo', '4 days ago', '1, 2, 3, 4, 5 BR', '165', '2008', 'Freehold', 'Sim Lian (Holland) Pte Ltd']","['Fun pool', 'Clubhouse', 'Function room', 'Gym', 'Jogging track', 'Swimming pool', 'Wading pool', 'Jacuzzi', 'Playground', 'Parking', 'Security', 'Lap pool', 'Bbq', 'Tennis court']"
1763,"$2,500/mo",HDB Flat for Rent in 67 Kallang Bahru,2 Beds,1 Bath,764 sqft,[],"['$3.27 psf', '2', '1974', '99-year leasehold', 'HDB 3 Rooms', '4 days ago', 'Studio, 2, 3, 5 BR', '1974', '99 Years', 'HDB']",[]
1764,"$4,300/mo",3 Bed Condo for Rent in Lotus at Paya Lebar (West Wing),3 Beds,2 Baths,"1,044 sqft",Eunos / Geylang / Paya Lebar (D14),"['$4.12 psf', 'Fully', '2014', 'Freehold', 'Condo', '4 days ago', 'Studio, 1, 2, 3, 4 BR', '47', '2014', 'Freehold']","['Fibre ready', 'Renovated', 'Aircon', 'Tv', 'Sofa', 'Stove', 'Fridge', 'Bed', 'Closet', 'Dryer', 'Oven', 'Dining room furniture', 'Washer', 'Bathtub', 'Balcony']"
1765,"$2,500/mo",HDB Flat for Rent in 61 Telok Blangah Heights,1 Bed,1 Bath,871 sqft,[],"['$2.87 psf', '1', '1976', '99-year leasehold', 'HDB', '4 days ago', 'Studio, 1, 2, 3 BR', '1976', '99 Years', 'HDB']",[]
1766,"$2,400/mo",Studio House for Rent in Keppel Road,Studio,1 Bath,220 sqft (built-up),[],"['$10.91 psf', '$10.91 psf', 'Fully', '4 days ago']","['Renovated', 'Aircon', 'Tv', 'Stove', 'Fridge', 'Bed', 'Dryer', 'Oven', 'Washer', 'Fibre ready', 'Closet']"
1767,"$5,350/mo",2 Bed Condo for Rent in Marina One Residences,2 Beds,1 Bath,752 sqft,Boat Quay / Raffles Place / Marina (D1),"['$7.11 psf', 'Fully', '2018', '99-year leasehold', 'Condo', '4 days ago', 'Studio, 1, 2, 3, 4, 5, 6 BR', '1042', '2018', '99 Years', 'Ms Residential 1 Pte. Ltd. / Ms Residential 2 Pte. Ltd.']","['Multi-purpose hall', 'Lounge', 'Pavilion', 'Clubhouse', 'Jacuzzi', 'Gym', 'Pool deck', 'Concierge', 'Mini golf range', 'Wading pool', 'Hydrotherapy pool', 'Fitness corner', 'Outdoor dining', 'Lap pool', 'Bbq']"
1768,"$4,500/mo",2 Bed Condo for Rent in The Centrepoint,2 Beds,1 Bath,"1,118 sqft",Orchard / River Valley (D9),"['$4.03 psf', '1983', '99-year leasehold', 'Apartment', '4 days ago', 'Studio, 1, 2 BR', '66', '1983', '99 Years']","['Swimming pool', 'Security', 'Bbq', 'Parking']"
1769,"$4,000/mo",1 Bed Condo for Rent in Vida,1 Bed,1 Bath,764 sqft,Orchard / River Valley (D9),"['$5.24 psf', 'High (19 total)', '2009', 'Freehold', 'Condo', '4 days ago', 'Studio, 1, 2 BR', '137', '2009', 'Freehold', 'Far East Organization']","['Loft', 'Aircon', 'High ceiling', 'Gym', 'Fridge', 'Bed', 'Wading pool', 'Parking', 'High floor', 'Washer', 'Fibre ready', 'Lap pool', 'Security', 'Bbq', 'Closet']"
1770,"$4,980/mo",2 Bed Condo for Rent in DLV,2 Beds,2 Baths,"1,950 sqft",Tanglin / Holland (D10),"['$2.55 psf', '2005', 'Freehold', 'Condo', '4 days ago', '1, 2, 3 BR', '25', '2005', 'Freehold', 'Heeton Holdings Ltd']","['Gym', 'Swimming pool', 'Jacuzzi', 'Parking', 'Security', 'Bbq']"
1771,"$5,900/mo",2 Bed Condo for Rent in The Sail @ Marina Bay,2 Beds,2 Baths,883 sqft,Boat Quay / Raffles Place / Marina (D1),"['$6.68 psf', '2008', '99-year leasehold', 'Apartment', '4 days ago', 'Studio, 1, 2, 3, 4, 5, 10 BR', '1111', '2008', '99 Years', 'City Developments Ltd,AIG Global Real Estate']","['Jogging track', 'Fun pool', 'Study room', 'Function room', 'Water feature', 'Sky terrace', 'Gym', 'Pool deck', 'Clubhouse', 'Spa pool', 'Steam room', 'Tennis court', 'Fitness corner', 'Parking', 'Security', 'Retail shops', 'Lap pool', 'Karaoke', 'Bbq', 'Playground']"
1772,$850/mo,HDB Flat for Rent in 858 Tampines Avenue 5,1 Bed,1 Bath,200 sqft,[],"['$4.25 psf', '1', '1988', '99-year leasehold', 'HDB', '4 days ago', '1, 2, 3, 4, 5 BR', '1987', '99 Years', 'HDB']",[]
1773,"$5,300/mo",4 Bed Condo for Rent in The Nexus,4 Beds,4 Baths,"1,485 sqft",Clementi Park / Upper Bukit Timah (D21),"['$3.57 psf', 'High (10 total)', 'Partial', '2006', 'Freehold', 'Condo', '4 days ago', '1, 2, 3, 4 BR', '242', '2006', 'Freehold', 'Wing Tai Holdings']","['Renovated', 'Aircon', 'Swimming pool', 'Wading pool', 'Jacuzzi', 'Fitness corner', 'Parking', 'High floor', 'Security', 'Bathtub', 'Bbq', 'Balcony']"
1774,"$3,300/mo",2 Bed Condo for Rent in 26 Newton,2 Beds,2 Baths,560 sqft,Newton / Novena (D11),"['$5.89 psf', '2016', 'Freehold', 'Condo', '4 days ago', '1, 2, 3, 5 BR', '180', '2016', 'Freehold', 'Novelty Corp Pte Ltd']","['Jet pool', 'Gym', 'Swimming pool', 'Wading pool', 'Playground', 'Parking', 'Security', 'Bbq']"
1775,"$1,450/mo",1 Bed House for Rent in Poh Huat Road,1 Bed,1 Bath,0 sqft (built-up),[],"['$0.42 psf', '$0.42 psf', 'Na', '4 days ago']",[]
1776,"$4,000/mo",3 Bed Condo for Rent in The Lakefront Residences,3 Beds,2 Baths,"1,023 sqft",Boon Lay / Jurong / Tuas (D22),"['$3.91 psf', '2014', '99-year leasehold', 'Condo', '4 days ago', 'Studio, 1, 2, 3, 4, 5 BR', '629', '2014', '99 Years', 'Keppel Land (Mayfair) Pte Ltd']","['Clubhouse', 'Gym', 'Wading pool', 'Steam room', 'Playground', 'Parking', 'Security', 'Tennis court']"
1777,"$7,800/mo",2 Bed Condo for Rent in Altez,2 Beds,2 Baths,"1,173 sqft",Chinatown / Tanjong Pagar (D2),"['$6.65 psf', 'Partial', 'City view', '2014', '99-year leasehold', 'Apartment', '4 days ago', 'Studio, 1, 2, 3, 4 BR', '280', '2014', '99 Years', 'Bishan Properties Pte Ltd']","['Clubhouse', 'City view', 'Basketball court', 'Aircon', 'Maid room', 'Gym', 'Walk in closet', 'Swimming pool', 'Wading pool', 'Tennis court', 'Parking', 'Security', 'Bathtub', 'Lap pool', 'Bbq']"
1778,"$4,600/mo",5 Bed EC for Rent in Skypark Residences,5 Beds,4 Baths,"1,593 sqft",Sembawang / Yishun (D27),"['$2.89 psf', '2016', '99-year leasehold', 'Executive Condo', '4 days ago', '3, 4, 5 BR', '506', '2016', '99 Years']","['Jogging track', 'Clubhouse', 'Yoga corner', 'Reflexology path', 'Pool deck', 'Spa pool', 'Lounge', 'Swimming pool', 'Wading pool', 'Jacuzzi', 'Fountain', 'Tennis court', 'Fitness corner', 'Security', 'Sky terrace', 'Lap pool', 'Outdoor dining', 'Bbq', 'Playground']"
1779,"$12,500/mo",5 Bed House for Rent in Meyer Road,5 Beds,5 Baths,"6,400 sqft (built-up)",[],"['$1.95 psf', '$1.95 psf', '4 days ago']",[]
1780,"$3,300/mo",2 Bed Condo for Rent in Sky Vue,2 Beds,2 Baths,797 sqft,Ang Mo Kio / Bishan / Thomson (D20),"['$4.14 psf', '2016', '99-year leasehold', 'Condo', '4 days ago', 'Studio, 1, 2, 3, 4, 5 BR', '694', '2016', '99 Years']","['Function room', 'Hammocks', 'Gym', 'Lounge', 'Swimming pool', 'Wading pool', 'Spa pool', 'Steam room', 'Tennis court', 'Fitness corner', 'Outdoor dining', 'Lap pool', 'Karaoke', 'Bbq', 'Playground']"
1781,"$7,100/mo",2 Bed Condo for Rent in The Scotts Tower,2 Beds,3 Baths,904 sqft,Orchard / River Valley (D9),"['$7.85 psf', 'Partial', '2016', '103-year leasehold', 'Condo', '4 days ago', 'Studio, 1, 2, 3, 4, 5 BR', '231', '2016', '103 Years', 'Far East Success']","['Gym', 'Jacuzzi', 'Lap pool']"
1782,"$3,100/mo",3 Bed Condo for Rent in Pasir Panjang Court,3 Beds,2 Baths,"1,300 sqft",[],"['$2.38 psf', '1980', 'Freehold', 'Walk-up', '4 days ago', '3, 6 BR', '28', '1980', 'Freehold']","['Swimming pool', 'Wading pool', 'Playground', 'Parking']"
1783,"$28,800/mo",7 Bed House for Rent in The Green Collection,7 Beds,8 Baths,"8,000 sqft (built-up)",Harbourfront / Telok Blangah (D4),"['$3.6 psf', '$3.6 psf', '4 days ago', '4, 5, 6, 7 BR', '20', '-']",[]
1784,"$3,700/mo",1 Bed Condo for Rent in The Sail @ Marina Bay,1 Bed,1 Bath,657 sqft,Boat Quay / Raffles Place / Marina (D1),"['$5.63 psf', 'Fully', 'South West', '2008', '99-year leasehold', 'Condo', '5 days ago', 'Studio, 1, 2, 3, 4, 5, 10 BR', '1111', '2008', '99 Years', 'City Developments Ltd,AIG Global Real Estate']","['Jogging track', 'Fun pool', 'Study room', 'Function room', 'Water feature', 'Sky terrace', 'Gym', 'Pool deck', 'Clubhouse', 'Spa pool', 'Steam room', 'Tennis court', 'Fitness corner', 'Parking', 'Security', 'Retail shops', 'Lap pool', 'Karaoke', 'Bbq', 'Playground']"
1785,"$7,000/mo",4 Bed House for Rent in Ventura Heights,4 Beds,4 Baths,"4,668 sqft (built-up)",Tanglin / Holland (D10),"['$1.5 psf', '$1.5 psf', '2011', 'Freehold', '5 days ago', '4, 5 BR', '40', '2011', 'Freehold', 'Astrid Hill Residences Pte Ltd']","['Swimming pool', 'Security', 'Jacuzzi', 'Playground', 'Parking']"
1786,"$4,800/mo",2 Bed Condo for Rent in DLV,2 Beds,2 Baths,"1,410 sqft",Tanglin / Holland (D10),"['$3.4 psf', '2005', 'Freehold', 'Condo', '5 days ago', '1, 2, 3 BR', '25', '2005', 'Freehold', 'Heeton Holdings Ltd']","['Gym', 'Swimming pool', 'Jacuzzi', 'Parking', 'Security', 'Bbq']"
1787,"$9,500/mo",3 Bed Condo for Rent in Nassim Regency,3 Beds,3 Baths,"2,024 sqft",Tanglin / Holland (D10),"['$4.69 psf', '1978', 'Freehold', 'Apartment', '5 days ago', '3, 4, 7 BR', '30', '1978', 'Freehold', 'Far East Organization']","['Swimming pool', 'Gym', 'Security', 'Playground', 'Parking']"
1788,"$2,700/mo",1 Bed Condo for Rent in Waterbank At Dakota,1 Bed,1 Bath,484 sqft,Eunos / Geylang / Paya Lebar (D14),"['$5.58 psf', '2013', '99-year leasehold', 'Condo', '5 days ago', '1, 2, 3, 4 BR', '616', '2013', '99 Years', 'UOL Group Limited']","['Jogging track', 'Clubhouse', 'Function room', 'Water feature', 'Jacuzzi', 'Parking', 'Pond', 'Games room', 'Basketball court', 'Wading pool', 'Fountain', 'Playground', 'Sky terrace', 'Bbq', 'Gym', 'Waterfall', 'Steam room', 'Pavilion', 'Swimming pool', 'Fitness corner', 'Security', 'Lap pool']"
1789,"$9,000/mo",4 Bed Condo for Rent in Rosevale,4 Beds,5 Baths,"2,616 sqft",Newton / Novena (D11),"['$3.44 psf', '2003', 'Freehold', 'Apartment', '5 days ago', '3, 4 BR', '32', '2003', 'Freehold', 'Arts Associate Company Pte Ltd (Far East Organization)']","['Gym', 'Pool deck', 'Swimming pool', 'Wading pool', 'Jacuzzi', 'Playground', 'Parking', 'Security', 'Bbq']"
1790,"$3,200/mo",1 Bed Condo for Rent in Waterscape At Cavenagh,1 Bed,1 Bath,581 sqft,Orchard / River Valley (D9),"['$5.51 psf', '2014', 'Freehold', 'Apartment', '5 days ago', '1, 2, 3, 4, 5 BR', '200', '2014', 'Freehold', 'Cavenagh Properties Pte Ltd']","['Clubhouse', 'Gym', 'Swimming pool', 'Steam room', 'Playground', 'Fitness corner', 'Bbq']"
1791,"$17,900/mo",4 Bed Condo for Rent in Sage,4 Beds,5 Baths,"2,800 sqft",Tanglin / Holland (D10),"['$6.39 psf', '2012', 'Freehold', 'Condo', '5 days ago', 'Studio, 3, 4, 5 BR', '33', '2012', 'Freehold', 'Hong Leong Holdings Ltd']","['Clubhouse', 'Gym', 'Wading pool', 'Jacuzzi', 'Parking', 'Security', 'Lap pool', 'Bbq']"
1792,"$10,000/mo",4 Bed Condo for Rent in Sky @ Eleven,4 Beds,4 Baths,"2,713 sqft",Newton / Novena (D11),"['$3.69 psf', '2010', 'Freehold', 'Condo', '5 days ago', '3, 4, 5 BR', '273', '2010', 'Freehold', 'Times Development Pte Ltd (Singapore Press Holdings Ltd)']","['Clubhouse', 'Function room', 'Water feature', 'Gym', 'Sauna', 'Wading pool', 'Jacuzzi', 'Steam room', 'Playground', 'Fitness corner', 'Parking', 'Security', 'Lap pool', 'Bbq']"
1793,"$10,000/mo",4 Bed Condo for Rent in Ardmore II,4 Beds,4 Baths,"2,023 sqft",Tanglin / Holland (D10),"['$4.94 psf', '2010', 'Freehold', 'Condo', '5 days ago', '3, 4 BR', '118', '2010', 'Freehold', 'Wheelock Properties (S) Ltd']","['Gym', 'Playground', 'Parking', 'Security', 'Lap pool', 'Bbq']"
1794,"$4,150/mo",3 Bed Condo for Rent in Woodhaven,3 Beds,2 Baths,"1,119 sqft",Admiralty / Woodlands (D25),"['$3.71 psf', '2015', '99-year leasehold', 'Condo', '5 days ago', 'Studio, 1, 2, 3, 4, 5, 6 BR', '337', '2015', '99 Years', 'Far East Organization']","['Clubhouse', 'Gym', 'Lap pool', 'Tennis court', 'Bbq']"
1795,"$4,800/mo",2 Bed Condo for Rent in The Sail @ Marina Bay,2 Beds,2 Baths,883 sqft,Boat Quay / Raffles Place / Marina (D1),"['$5.44 psf', 'High (70 total)', 'Fully', 'South East', 'Sea view', '2008', '99-year leasehold', 'Condo', '5 days ago', 'Studio, 1, 2, 3, 4, 5, 10 BR', '1111', '2008', '99 Years', 'City Developments Ltd,AIG Global Real Estate']","['Jogging track', 'Clubhouse', 'Function room', 'Water feature', 'Sea view', 'Oven', 'Parking', 'Sky terrace', 'Fun pool', 'City view', 'Renovated', 'Tv', 'Pool deck', 'Playground', 'Dining room furniture', 'Washer', 'Bbq', 'Gym', 'Fridge', 'Dryer', 'Steam room', 'Tennis court', 'Karaoke', 'Bathtub', 'Aircon', 'Sofa', 'Bed', 'Spa pool', 'Study room', 'Fitness corner', 'High floor', 'Security', 'Retail shops', 'Lap pool']"
